id,label,category,year,author,desc,githubUrl,paperUrl,license,maintenance,verificationStatus,entityType,trainingScope,inferenceCost,speedTier,accuracyTier,lastReviewed,lastUpdated,supportsCharges,supportsSpins,elementsCovered,trainedDatasets
mace4ir,MACE4IR,Equivariant,2025,"Bhatia, Krejci, Botti, Rinke, Marques (Aalto / Friedrich Schiller University Jena / Ruhr University Bochum)","Foundation model for molecular infrared spectroscopy built on the MACE E(3)-equivariant message-passing architecture. The model consists of two parallel MACE networks — one for energies and forces, one for atomic dipole moments — trained on ~16 million molecular geometries with DFT energies, forces, and dipole moments from the QCML dataset (≈80 elements, organic molecules, inorganic species, and metal complexes). The MACE4IRmol variant (v2) wraps an ensemble of these networks for uncertainty quantification and delivers nuclear-quantum-effects-aware infrared spectra with DFT-level accuracy at a fraction of the cost. Released with model weights on Hugging Face and the QCML-derived AIMD trajectories on Zenodo.",,https://arxiv.org/abs/2508.19118,,active,verified,trained_model,multi_domain,,,,2026-05-18,,false,false,~80 elements (QCML coverage),
mattersim_mt,MatterSim-MT,Equivariant,2026,"Yang, Liu, Hu, Zhou, Shi, C. Liu, Tan, Li, Wang, Zhu, Chen, Thiemann, Zeni, Horton, Pinsler, Fowler, Zügner, Xie, Sun, Chen, Kong, Bai, Gunceler, Noé, Hao, Lu et al. (Microsoft Research)","Multi-task extension of the MatterSim foundation MLIP that predicts energies, forces, and stress jointly with electronic and tensorial materials properties — Bader charges, magnetic moments, Born effective charges, and full dielectric matrices — from a single shared atomistic backbone. Pretrained on 35M+ first-principles-labelled structures spanning 89 elements, temperatures up to 5000 K, and pressures up to 1000 GPa, then fine-tuned on the property-specific heads. Demonstrated on vibrational spectroscopy, ferroelectric switching, and electrochemical redox processes — workflows that conventional potential-energy-surface MLIPs cannot resolve out of the box.",https://github.com/microsoft/mattersim,https://arxiv.org/abs/2605.07927,MIT,active,verified,trained_model,universal_foundation,,,,2026-05-19,,true,true,all elements up to Z=89,
polymlp,PolyMLP,Descriptor,2023,Seko (Kyoto University),"Polynomial machine learning potential representing the atomic energy as a polynomial function of linearly independent polynomial invariants of the O(3) group built from local structural features. A systematically improvable linear/polynomial descriptor MLIP in the SNAP/MTP/ACE family, distributed via the pypolymlp toolkit and the curated Polynomial MLP Repository, and shipped to OpenKIM in March 2026 as a portable model driver with 837 elemental and alloy parameterizations for LAMMPS-scale simulations.",https://github.com/sekocha/pypolymlp,https://doi.org/10.1063/5.0129045,BSD-3-Clause,active,verified,architecture,unknown,,,,2026-05-20,,false,false,broad elemental and alloy coverage via the OpenKIM PolyMLP model driver (837 parameterizations),
acnn,ACNN,Descriptor,2026,"Li, Feng, Luo, Jiang, Zheng, Song, Lv, Butler, Liu, Xie, Xie, Ma (Jilin University / CALYPSO)","Attention-Coupled Neural Network potential: an expert MLIP architecture built from four modules — a local descriptor, an elemental embedding, a stack of optional multi-head attention modules, and an MLP-based fitting head. Stacking attention modules implicitly introduces an aggregative effect analogous to graph neural networks, extending the effective interaction range among atoms and enabling adaptive switching between network configurations based on the simulation task. Embedded in a self-optimizing CALYPSO crystal-structure-prediction workflow that iteratively refines the potential while exploring local minima of the potential energy surface, validated on Mg-Ca-H ternary and Be-P-N-O quaternary systems by exploring nearly 10 million configurations with substantial speedup over first-principles calculations.",,https://doi.org/10.1038/s41524-026-01971-9,,active,verified,architecture,unknown,,,,2026-05-22,,false,false,dataset-dependent (validated on Mg-Ca-H and Be-P-N-O),
emff_2025,EMFF-2025,Descriptor,2025,"Wen, Han, Li, Chang, Chu, Chen (Beijing Institute of Technology)","General-purpose deep-potential neural network force field for energetic materials composed of C, H, N, and O. Built on the DeePMD-kit framework with a transfer-learning workflow that fine-tunes a pretrained NNP backbone on a small, targeted set of DFT energies and forces, achieving DFT-level accuracy across 20 different high-energy material (HEM) systems for structural, mechanical, and decomposition properties. Distributed as the EMFF-2025_V1.0.pb model for LAMMPS + DeepMD integration; suitable for MD simulations of HEM systems with 1–5000 atoms, delivering ~30× speedup over baseline LAMMPS via GPU parallel execution.",https://github.com/MingjieWen/General-NNP-model-for-C-H-N-O-Energetic-Materials,https://doi.org/10.1038/s41524-025-01809-w,,active,verified,trained_model,domain_specific,,,,2026-05-22,,false,false,"C, H, N, O",
nep_cg,NEP-CG,Descriptor,2026,"Fan, W. Zhang, Z. Zhang, Xu, Shao, Dong (Bohai University)","Coarse-grained extension of the neuroevolution potential (NEP) framework that generates low-noise training data from the potential of mean force by constraining coarse-grained beads during atomistic simulations and accumulating time-averaged forces. Implemented within GPUMD, NEP-CG reaches training accuracy comparable to atomistic models trained on DFT data while running at hundreds to thousands of ns/day on a single consumer GPU. Demonstrated on liquid water (reproducing densities from 1 bar to 1 GPa with a virial correction for the correct equation of state) and an anisotropic C60 monolayer (capturing directional thermal conductivity). The companion NEP-AACG multiscale variant integrates all-atom and coarse-grained degrees of freedom in a single model, demonstrated for gold nanowire fracture at experimentally relevant strain rates.",,https://arxiv.org/abs/2603.01234,,active,verified,trained_model,unknown,,,,2026-05-22,,false,false,—,
reaxnet,ReaxNet,Equivariant,2025,"Gao, Yam, Mao, Chen, Chen, Hu (Univ. of Hong Kong / Hong Kong Quantum AI Lab / MattVerse)","Foundation machine learning potential that integrates explicit polarizable long-range electrostatics with an E(3)-equivariant message-passing graph neural network (built on e3nn-jax). Rather than predicting partial charges, ReaxNet employs a physically motivated polarizable charge-equilibration scheme that directly optimizes the electrostatic interaction energy and reproduces polarization responses under external electric fields — capturing long-range effects that elude standard cutoff-based message passing. Trained across the periodic table up to Pu and distributed as a JAX / JAX-MD implementation, it has been demonstrated on mechanical properties, ionic diffusivity in solid-state electrolytes, ferroelectric phase transitions, and reactive dynamics at electrode-electrolyte interfaces.",https://github.com/reaxnet/reaxnet,https://doi.org/10.1038/s41467-025-65496-3,GPL-3.0,active,verified,trained_model,universal_foundation,,,,2026-05-25,,true,false,all elements up to Pu (Z=94),
metal53mlp,Metal53-MLP,Descriptor,2026,"X.Y. Li, J. Li, Y.N. Wang et al.","Domain-specific machine-learning interatomic potential for metallic materials covering 53 metallic elements — broad enough to span elemental metals, intermetallics, and multi-principal-element (high-entropy) alloys within a single model. Reaches DFT-level accuracy (energy MAE ≈ 12 meV/atom, force MAE ≈ 144 meV/Å) while staying efficient enough for large-scale molecular dynamics, and reproduces lattice parameters, elastic constants, and equations of state. Validated across four representative alloy problems: negative thermal expansion in orthorhombic Ti-Nb, the Elinvar effect in a Co25Ni25(TiZrHf)50 intermetallic, grain-boundary segregation and high-temperature deformation in the NbTaMoW refractory multi-principal-element alloy, and precipitation pathways.",,https://doi.org/10.1038/s41524-026-02072-3,,active,verified,trained_model,domain_specific,,,,2026-05-26,,false,false,53 metallic elements,
md_et,MD-ET,Transformer,2026,"Eissler, Korjakow, Ganscha, Unke, Müller, Gugler (BIFOLD / TU Berlin / Google DeepMind)","Molecular-dynamics Edge Transformer: a deliberately minimal adaptation of an off-the-shelf Edge Transformer architecture to interatomic potentials, deployed with neither built-in equivariance nor energy conservation. Rather than encoding physical inductive biases into the network, MD-ET relies on a simple supervised pre-training scheme over ~30 million molecular structures from the QCML database and then fine-tunes for a small number of steps, reaching state-of-the-art accuracy on several molecular-dynamics benchmarks. The paper (""How simple can you go?"") argues that, as in other ML domains, general-purpose transformer architectures paired with large-scale pre-training can rival specialised, physics-constrained networks for MD.",,https://doi.org/10.1063/5.0295035,,experimental,verified,trained_model,multi_domain,,,,2026-05-27,,false,false,dataset-dependent (QCML molecular coverage),
pet_uafd,PET-UAFD,Transformer,2026,"Kellner, Hansen, Bligaard, Jacobsen, Ceriotti (EPFL lab-cosmo / DTU)","Uncertainty-aware ensemble of universal interatomic potentials built on the Point Edge Transformer (PET) backbone. Rather than a single model, PET-UAFD (""universal DFT approximators"") trains an ensemble across multiple electronic-structure references and calibrates it against experimental data — cohesive energies, atomization energies, lattice constants, and bulk moduli of simple materials and molecules — so that its predictions become as accurate against experiment as the best available electronic-structure reference while the ensemble spread reports prediction reliability. The companion PET-EXP protocol uses shallow ensembles and statistical reweighting to estimate uncertainty relative to experimental measurements at essentially no extra cost over a single conventional ML potential, accounting for the systematic error inherent in the underlying DFT functional.",,https://arxiv.org/abs/2604.24607,,active,verified,trained_model,universal_foundation,,,,2026-05-29,,false,false,simple materials and molecules (coverage not enumerated),
esen_moe,eSEN-MoE,Equivariant,2026,"Brunken, Cormier, Walewski, Peltre, Chomet et al. (InstaDeep)","Mixture-of-Experts extension of Meta FAIR's eSEN architecture introduced in InstaDeep's mlip v2 framework. Routes through specialised expert kernels per chemical environment while contracting the routed kernels into a single dense kernel at inference, recovering the runtime cost of a standard single-head model. Built on the new e3j high-performance equivariant-operations backend (with dedicated CUDA and Pallas kernels for GPUs and TPUs) and shipped with pretrained checkpoints trained on a curated SPICE2 subset of OMol25. Integrates with ASE and JAX-MD wrappers and supports advanced simulation features such as NPT ensembles and nudged elastic band methods.",https://github.com/instadeepai/mlip,https://arxiv.org/abs/2605.22698,Apache-2.0,active,verified,trained_model,domain_specific,,,,2026-05-28,,false,false,dataset-dependent (SPICE2/OMol25 molecular coverage),omol25
t_painn,T-PaiNN,Equivariant,2026,"Pelletier, Bhat, Rivera, Wilson, Muhich (Arizona State University)","Transfer-PaiNN: a transfer-learning recipe that substantially improves the DFT data efficiency of GNN-MLIPs by pretraining a PaiNN backbone on large-scale (>100× the DFT set) classical force-field trajectories of the target system and then autotuning the weights on a small DFT dataset. The pretraining lets the network learn the broad shape of the potential energy surface from cheap classical sampling, with quantum accuracy supplied by the fine-tuning stage. Demonstrated on QM9 (gas-phase molecules) and condensed-phase liquid water, with up to ~25× MAE reduction in low-data regimes and improved energies, forces, density, and diffusivity predictions versus DFT-only training.",,https://arxiv.org/abs/2603.24752,,experimental,verified,trained_model,domain_specific,,,,2026-05-28,,false,false,dataset-dependent (QM9 / liquid water),
csp_mace_angstrom,CSP-MACE-Å,Equivariant,2026,"Midgley, Lin, Moore, Della Pia, Antorán, Nilsson Lill, Eriksson, Faber, Tornberg, Broo, Csányi (AstraZeneca / Ångström AI / MPI Polymer Research / Cambridge)","Composite machine-learning interatomic potential targeting DFT-quality molecular crystal structure prediction (CSP) at a tiny fraction of DFT cost. Decomposes the total energy into intramolecular and intermolecular components: the intramolecular term is supplied by a MACE-POLAR model trained on OMol25, and the intermolecular term combines a MACE-POLAR contribution, an XDM-style long-range dispersion correction, and a learned Δ-model trained to reproduce B86bPBE-XDM intermolecular energies on ~50,000 molecular-crystal calculations. On the AstraZeneca CSP evaluation set (19 compounds) CSP-MACE-Å matches PBE-DFT-with-Neumann–Perrin accuracy, and on CSP blind-test compounds it approaches B86bPBE-XDM accuracy — making rigorous solid-form derisking tractable at scale.",,https://arxiv.org/abs/2605.28905,,experimental,verified,trained_model,domain_specific,,,,2026-06-02,,true,true,elements present in OMol25 (organic / pharmaceutical chemistry),omol25
dpa4,DPA4,Equivariant,2026,"T. Li, W. Li, Peng, Xue, L. Zhang, D. Zhang, H. Wang (Peking Univ. / Tsinghua / AI for Science Institute / DP Technology / IAPCM)","Fourth-generation Deep Potential architecture that breaks with the prior invariant DPA-1/2/3 line by going SE(3)-equivariant via a new EMFA (Edge-conditioned, Multi-Focus, Attention) SO(2)-equivariant convolution. EMFA combines a low-rank edge–node SO(2)-equivariant product in an edge-local frame, a multi-focus design for message nonlinearity, and envelope-gated attention for message aggregation; a Lebedev-grid projection preserves SO(3)-equivariance in the nonlinearity to machine precision while reaching the same algebraic order of accuracy as latitude–longitude grids with substantially fewer sample points. Released in DPA4-Air (2.76 M params), DPA4-Plus (5.4 M), and DPA4-Pro variants — DPA4-Pro attains the best Combined Performance Score on the compliant Matbench Discovery leaderboard with ~31% fewer parameters than EquiformerV3+DeNS-MP, while DPA4-Air exceeds the 30.1 M-parameter eSEN-30M-MP baseline at 10.9× fewer parameters and 42.9× less training compute, redefining the SE(3)-equivariant foundation-MLIP Pareto frontier.",https://github.com/deepmodeling/deepmd-kit,https://arxiv.org/abs/2606.02419,LGPL-3.0,active,verified,model_family,universal_foundation,,,,2026-06-04,,false,false,all elements covered by MPtrj (~89 elements),
tece,TECE,Equivariant,2026,"Zemin Xu, Wenbo Xie, P. Hu",Tensor Edge Cluster Expansion: an equivariant successor to TACE that builds many-body interactions on edges via an Edge Complex Product Basis and adds Radial Rotary Complex Attention for extrapolation. Its OMat24/sAlex/MPtrj-pretrained TECE-OAM-RRA-1.0 tops Matbench Discovery.,https://github.com/xvzemin/tace,https://arxiv.org/abs/2607.10664,MIT,active,partially_verified,trained_model,universal_foundation,,,state_of_the_art,2026-07-17,,,,all elements covered by OMat24 / sAlex / MPtrj (~89 elements),omat24; salex; mptrj
equifilm,EquiFiLM,Equivariant,2026,"Stanford / SLAC / USC (Sahel-Schackis, Linker et al.)","Per-layer Feature-wise Linear Modulation (FiLM) block adding external conditioning (applied field / net charge) to any equivariant foundation MLFF; it modulates only scalar channels, preserving exact E(3)-equivariance while learning field-driven PES changes from minimal data.",,https://arxiv.org/abs/2607.05559,,experimental,partially_verified,architecture,,,,,2026-07-19,,true,,"backbone-dependent (demonstrated on H, O in charged liquid water)",
step,STEP,Equivariant,2026,Gao et al.,"Equivariant magnetic MLIP treating vector magnetic moments as geometric degrees of freedom, coupling each central spin to its local spin-lattice environment via a Center-Environment Tensor Product with SO(3) equivariance and time-reversal symmetry for data-efficient magnetic PES.",,https://arxiv.org/abs/2607.17129,,experimental,partially_verified,architecture,domain_specific,,,,2026-07-23,,false,true,"backbone-dependent (demonstrated on Cr, I in monolayer CrI3)",
nequip_oam,NequIP-OAM,Equivariant,2026,"Kavanagh et al. (Harvard, Kozinsky lab)","Foundation-scale E(3)-equivariant message-passing potential in the NequIP family, pretrained on OMat24 and fine-tuned on MPtrj + sAlex (""OAM""); the recommended NequIP foundation model for inorganic solids, ranked on Matbench Discovery.",https://github.com/mir-group/nequip,https://arxiv.org/abs/2607.28461,MIT,active,partially_verified,trained_model,universal_foundation,,,,2026-08-10,,false,false,all elements covered by OMat24 / MPTrj (~89 elements),omat24; mptrj; salex
allegro_oam,Allegro-OAM,Equivariant,2026,"Kavanagh et al. (Harvard, Kozinsky lab)","Foundation-scale strictly-local E(3)-equivariant potential in the Allegro family (no atom-centred message passing), pretrained on OMat24 and fine-tuned on MPtrj + sAlex (""OAM"") for large-scale parallel MD with physically reasonable forces across the periodic table.",https://github.com/mir-group/allegro,https://arxiv.org/abs/2607.28461,MIT,active,partially_verified,trained_model,universal_foundation,,,,2026-08-10,,false,false,all elements covered by OMat24 / MPTrj (~89 elements),omat24; mptrj; salex
